Item,Year,Month,Day,Weekday,Period,Hour,Min,Sec,Transaction,Item_Price,Q4_label,0
Juice,2016,12,29,Thursday,afternoon,13,16,31,3949,7.76,unknow,2
Juice,2016,12,20,Tuesday,afternoon,13,46,41,3547,7.76,unknow,2
Juice,2017,1,20,Friday,afternoon,16,3,19,5011,7.76,unknow,1
Juice,2017,1,22,Sunday,afternoon,14,37,46,5167,7.76,unknow,1
Juice,2017,1,22,Sunday,afternoon,12,35,47,5150,7.76,unknow,1
Juice,2017,1,21,Saturday,morning,11,35,35,5048,7.76,unknow,1
Juice,2017,1,21,Saturday,morning,10,28,31,5035,7.76,unknow,1
Juice,2017,1,21,Saturday,afternoon,16,41,57,5113,7.76,unknow,1
Juice,2017,1,21,Saturday,afternoon,12,10,39,5061,7.76,unknow,1
Juice,2017,1,19,Thursday,morning,11,13,54,4912,7.76,unknow,1
Juice,2017,1,22,Sunday,morning,9,24,34,5116,7.76,unknow,1
Juice,2017,1,19,Thursday,morning,11,4,48,4909,7.76,unknow,1
Juice,2017,1,19,Thursday,afternoon,12,2,26,4924,7.76,unknow,1
Juice,2017,1,18,Wednesday,afternoon,15,54,52,4886,7.76,unknow,1
Juice,2017,1,18,Wednesday,afternoon,13,21,41,4878,7.76,unknow,1
Juice,2017,1,16,Monday,morning,10,12,9,4783,7.76,unknow,1
Juice,2017,1,15,Sunday,morning,11,36,55,4736,7.76,unknow,1
Juice,2017,1,22,Sunday,afternoon,15,28,48,5176,7.76,unknow,1
Juice,2017,1,23,Monday,afternoon,15,46,26,5221,7.76,unknow,1
Juice,2017,1,15,Sunday,afternoon,13,12,20,4748,7.76,unknow,1
Juice,2017,1,27,Friday,morning,9,34,2,5394,7.76,unknow,1
Juice,2017,1,28,Saturday,morning,11,0,56,5492,7.76,unknow,1
Juice,2017,1,28,Saturday,morning,9,54,31,5474,7.76,unknow,1
Juice,2017,1,28,Saturday,morning,8,52,9,5460,7.76,unknow,1
Juice,2017,1,28,Saturday,afternoon,16,5,18,5562,7.76,unknow,1
Juice,2017,1,28,Saturday,afternoon,12,50,45,5527,7.76,unknow,1
Juice,2017,1,27,Friday,morning,11,2,19,5406,7.76,unknow,1
Juice,2017,1,27,Friday,afternoon,15,52,0,5452,7.76,unknow,1
Juice,2017,1,24,Tuesday,afternoon,13,52,19,5274,7.76,unknow,1
Juice,2017,1,27,Friday,afternoon,13,2,18,5430,7.76,unknow,1
Juice,2017,1,26,Thursday,morning,11,20,3,5355,7.76,unknow,1
Juice,2017,1,26,Thursday,morning,11,11,33,5350,7.76,unknow,1
Juice,2017,1,26,Thursday,morning,11,9,22,5349,7.76,unknow,1
Juice,2017,1,26,Thursday,morning,11,5,37,5347,7.76,unknow,1
Juice,2017,1,25,Wednesday,afternoon,15,29,12,5327,7.76,unknow,1
Juice,2017,1,15,Sunday,afternoon,14,41,29,4758,7.76,unknow,1
Juice,2017,1,14,Saturday,afternoon,14,15,34,4702,7.76,unknow,1
Juice,2017,1,29,Sunday,afternoon,12,6,22,5590,7.76,unknow,1
Juice,2016,12,23,Friday,morning,11,36,31,3726,7.76,unknow,1
Juice,2016,12,29,Thursday,afternoon,13,35,7,3952,7.76,unknow,1
Juice,2016,12,28,Wednesday,afternoon,14,34,13,3909,7.76,unknow,1
Juice,2016,12,28,Wednesday,afternoon,13,46,28,3905,7.76,unknow,1
Juice,2016,12,24,Saturday,morning,11,52,59,3807,7.76,unknow,1
Juice,2016,12,24,Saturday,morning,11,21,11,3796,7.76,unknow,1
Juice,2016,12,24,Saturday,morning,9,38,29,3775,7.76,unknow,1
Juice,2016,12,23,Friday,morning,11,1,5,3719,7.76,unknow,1
Juice,2016,12,30,Friday,morning,10,17,19,3985,7.76,unknow,1
Juice,2016,12,23,Friday,afternoon,14,54,42,3760,7.76,unknow,1
Juice,2016,12,22,Thursday,afternoon,16,51,21,3692,7.76,unknow,1
Juice,2016,12,22,Thursday,afternoon,15,51,43,3689,7.76,unknow,1
Juice,2016,12,22,Thursday,afternoon,13,32,59,3673,7.76,unknow,1
Juice,2016,12,21,Wednesday,morning,11,54,3,3598,7.76,unknow,1
Juice,2016,12,20,Tuesday,afternoon,12,46,12,3538,7.76,unknow,1
Juice,2016,12,29,Thursday,afternoon,14,35,10,3967,7.76,unknow,1
Juice,2017,1,3,Tuesday,afternoon,12,53,59,4117,7.76,unknow,1
Juice,2017,1,14,Saturday,afternoon,14,1,27,4698,7.76,unknow,1
Juice,2017,1,6,Friday,afternoon,14,24,7,4264,7.76,unknow,1
Juice,2017,1,13,Friday,afternoon,12,5,56,4607,7.76,unknow,1
Juice,2017,1,12,Thursday,morning,10,24,3,4561,7.76,unknow,1
Juice,2017,1,9,Monday,morning,11,3,7,4424,7.76,unknow,1
Juice,2017,1,9,Monday,morning,9,40,9,4411,7.76,unknow,1
Juice,2017,1,9,Monday,afternoon,12,2,45,4430,7.76,unknow,1
Juice,2017,1,8,Sunday,afternoon,14,57,23,4401,7.76,unknow,1
Juice,2017,1,5,Thursday,morning,11,41,25,4196,7.76,unknow,1
Juice,2017,1,4,Wednesday,afternoon,13,5,52,4158,7.76,unknow,1
Juice,2017,1,5,Thursday,morning,11,5,24,4191,7.76,unknow,1
Juice,2017,1,5,Thursday,morning,9,47,58,4186,7.76,unknow,1
Juice,2017,1,5,Thursday,afternoon,15,32,49,4225,7.76,unknow,1
Juice,2017,1,5,Thursday,afternoon,13,30,19,4215,7.76,unknow,1
Juice,2017,1,5,Thursday,afternoon,13,19,16,4212,7.76,unknow,1
Juice,2017,1,4,Wednesday,afternoon,13,31,56,4159,7.76,unknow,1
Juice,2017,1,28,Saturday,morning,11,22,0,5502,7.76,unknow,1
Juice,2017,1,29,Sunday,afternoon,13,58,30,5604,7.76,unknow,1
Juice,2016,12,19,Monday,afternoon,14,46,31,3492,7.76,unknow,1
Juice,2017,2,16,Thursday,afternoon,12,20,55,6645,7.76,unknow,1
Juice,2017,2,18,Saturday,afternoon,13,8,23,6800,7.76,unknow,1
Juice,2017,2,18,Saturday,afternoon,12,10,27,6787,7.76,unknow,1
Juice,2017,2,17,Friday,morning,11,49,18,6694,7.76,unknow,1
Juice,2017,2,17,Friday,morning,11,46,41,6693,7.76,unknow,1
Juice,2017,2,17,Friday,morning,11,31,27,6690,7.76,unknow,1
Juice,2017,2,16,Thursday,afternoon,14,29,53,6660,7.76,unknow,1
Juice,2017,2,16,Thursday,afternoon,12,19,11,6644,7.76,unknow,1
Juice,2017,2,18,Saturday,afternoon,15,43,49,6820,7.76,unknow,1
Juice,2017,2,15,Wednesday,afternoon,13,46,20,6613,7.76,unknow,1
Juice,2017,2,14,Tuesday,afternoon,15,11,16,6578,7.76,unknow,1
Juice,2017,2,13,Monday,morning,11,36,58,6498,7.76,unknow,1
Juice,2017,2,13,Monday,morning,10,53,3,6494,7.76,unknow,1
Juice,2017,2,13,Monday,afternoon,13,44,36,6519,7.76,unknow,1
Juice,2017,2,18,Saturday,afternoon,13,54,13,6805,7.76,unknow,1
Juice,2017,2,18,Saturday,morning,11,3,32,6769,7.76,unknow,1
Juice,2017,2,12,Sunday,morning,9,39,15,6435,7.76,unknow,1
Juice,2017,2,20,Monday,afternoon,15,52,1,6935,7.76,unknow,1
Juice,2017,2,23,Thursday,morning,11,24,39,7047,7.76,unknow,1
Juice,2017,2,23,Thursday,morning,11,23,57,7046,7.76,unknow,1
Juice,2017,2,23,Thursday,afternoon,15,57,45,7070,7.76,unknow,1
Juice,2017,2,23,Thursday,afternoon,12,15,36,7050,7.76,unknow,1
Juice,2017,2,22,Wednesday,afternoon,17,41,14,7032,7.76,unknow,1
Juice,2017,2,20,Monday,morning,10,50,16,6899,7.76,unknow,1
Juice,2017,2,20,Monday,afternoon,15,43,46,6932,7.76,unknow,1
Juice,2017,2,18,Saturday,morning,11,6,13,6771,7.76,unknow,1
Juice,2017,2,20,Monday,afternoon,12,35,57,6916,7.76,unknow,1
Juice,2017,2,19,Sunday,morning,11,38,9,6848,7.76,unknow,1
Juice,2017,2,19,Sunday,morning,11,31,57,6847,7.76,unknow,1
Juice,2017,2,19,Sunday,morning,10,48,28,6840,7.76,unknow,1
Juice,2017,2,19,Sunday,morning,9,59,20,6834,7.76,unknow,1
Juice,2017,2,19,Sunday,afternoon,14,43,20,6885,7.76,unknow,1
Juice,2017,2,13,Monday,afternoon,12,6,21,6505,7.76,unknow,1
Juice,2017,2,11,Saturday,morning,11,36,7,6388,7.76,unknow,1
Juice,2017,1,30,Monday,afternoon,12,56,14,5642,7.76,unknow,1
Juice,2017,2,2,Thursday,morning,11,7,59,5787,7.76,unknow,1
Juice,2017,2,4,Saturday,afternoon,14,56,27,5968,7.76,unknow,1
Juice,2017,2,4,Saturday,afternoon,13,20,16,5954,7.76,unknow,1
Juice,2017,2,3,Friday,morning,11,46,19,5852,7.76,unknow,1
Juice,2017,2,3,Friday,afternoon,14,19,46,5871,7.76,unknow,1
Juice,2017,2,2,Thursday,morning,11,49,5,5794,7.76,unknow,1
Juice,2017,2,2,Thursday,morning,11,48,2,5793,7.76,unknow,1
Juice,2017,2,2,Thursday,afternoon,16,37,15,5823,7.76,unknow,1
Juice,2017,2,4,Saturday,evening,18,31,28,5993,7.76,unknow,1
Juice,2017,2,2,Thursday,afternoon,15,58,52,5818,7.76,unknow,1
Juice,2017,2,2,Thursday,afternoon,14,11,5,5807,7.76,unknow,1
Juice,2017,2,1,Wednesday,afternoon,16,39,12,5773,7.76,unknow,1
Juice,2017,2,1,Wednesday,afternoon,14,43,46,5759,7.76,unknow,1
Juice,2017,1,31,Tuesday,morning,10,2,36,5672,7.76,unknow,1
Juice,2017,1,31,Tuesday,afternoon,13,48,21,5705,7.76,unknow,1
Juice,2017,2,4,Saturday,afternoon,16,39,21,5985,7.76,unknow,1
Juice,2017,2,4,Saturday,evening,18,34,12,5994,7.76,unknow,1
Juice,2017,2,11,Saturday,afternoon,16,0,42,6424,7.76,unknow,1
Juice,2017,2,9,Thursday,afternoon,15,40,57,6291,7.76,unknow,1
Juice,2017,2,11,Saturday,afternoon,14,8,27,6412,7.76,unknow,1
Juice,2017,2,10,Friday,morning,11,33,36,6314,7.76,unknow,1
Juice,2017,2,10,Friday,morning,9,37,6,6300,7.76,unknow,1
Juice,2017,2,10,Friday,afternoon,15,50,54,6356,7.76,unknow,1
Juice,2017,2,10,Friday,afternoon,12,12,29,6319,7.76,unknow,1
Juice,2017,2,9,Thursday,morning,11,2,59,6257,7.76,unknow,1
Juice,2017,2,9,Thursday,afternoon,14,6,52,6281,7.76,unknow,1
Juice,2017,2,6,Monday,afternoon,14,58,9,6133,7.76,unknow,1
Juice,2017,2,9,Thursday,afternoon,13,44,56,6279,7.76,unknow,1
Juice,2017,2,7,Tuesday,afternoon,13,6,24,6182,7.76,unknow,1
Juice,2017,2,7,Tuesday,afternoon,12,49,41,6179,7.76,unknow,1
Juice,2017,2,6,Monday,afternoon,15,48,36,6143,7.76,unknow,1
Juice,2017,2,6,Monday,afternoon,15,46,51,6142,7.76,unknow,1
Juice,2017,2,6,Monday,afternoon,15,45,24,6140,7.76,unknow,1
Juice,2016,12,19,Monday,afternoon,15,16,39,3497,7.76,unknow,1
Juice,2016,12,19,Monday,afternoon,14,20,10,3487,7.76,unknow,1
Juice,2016,10,31,Monday,morning,9,11,8,86,7.76,unknow,1
Juice,2016,11,2,Wednesday,afternoon,12,24,6,301,7.76,unknow,1
Juice,2016,11,1,Tuesday,afternoon,16,7,11,247,7.76,unknow,1
Juice,2016,11,1,Tuesday,afternoon,15,2,23,242,7.76,unknow,1
Juice,2016,10,31,Monday,morning,11,42,5,123,7.76,unknow,1
Juice,2016,10,31,Monday,morning,9,51,11,97,7.76,unknow,1
Juice,2016,10,31,Monday,morning,9,46,48,96,7.76,unknow,1
Juice,2016,10,31,Monday,afternoon,14,47,16,163,7.76,unknow,1
Juice,2016,10,31,Monday,afternoon,12,14,20,132,7.76,unknow,1
Juice,2016,10,30,Sunday,morning,11,55,51,40,7.76,unknow,1
Juice,2016,10,30,Sunday,afternoon,13,14,4,60,7.76,unknow,1
Juice,2016,10,30,Sunday,afternoon,12,15,29,47,7.76,unknow,1
Juice,2016,11,2,Wednesday,afternoon,12,39,2,306,7.76,unknow,1
Juice,2016,11,2,Wednesday,afternoon,12,30,42,303,7.76,unknow,1
Juice,2016,11,2,Wednesday,afternoon,13,11,57,312,7.76,unknow,1
Juice,2016,12,18,Sunday,afternoon,14,40,46,3429,7.76,unknow,1
Juice,2016,12,5,Monday,morning,9,42,43,2641,7.76,unknow,1
Juice,2016,12,9,Friday,afternoon,12,56,47,2868,7.76,unknow,1
Juice,2016,12,8,Thursday,morning,11,2,40,2805,7.76,unknow,1
Juice,2016,12,7,Wednesday,morning,11,13,22,2759,7.76,unknow,1
Juice,2016,12,7,Wednesday,morning,9,15,18,2746,7.76,unknow,1
Juice,2016,12,6,Tuesday,afternoon,16,22,54,2742,7.76,unknow,1
Juice,2016,12,6,Tuesday,afternoon,16,1,7,2741,7.76,unknow,1
Juice,2016,12,5,Monday,afternoon,12,56,6,2660,7.76,unknow,1
Juice,2016,12,10,Saturday,afternoon,12,13,24,2927,7.76,unknow,1
Juice,2016,12,3,Saturday,morning,11,27,40,2518,7.76,unknow,1
Juice,2016,12,3,Saturday,afternoon,16,8,31,2572,7.76,unknow,1
Juice,2016,12,3,Saturday,afternoon,14,34,31,2554,7.76,unknow,1
Juice,2016,12,3,Saturday,afternoon,14,28,6,2552,7.76,unknow,1
Juice,2016,12,1,Thursday,afternoon,13,11,44,2392,7.76,unknow,1
Juice,2016,11,29,Tuesday,afternoon,15,33,44,2308,7.76,unknow,1
Juice,2016,12,9,Friday,morning,9,13,18,2831,7.76,unknow,1
Juice,2016,12,10,Saturday,afternoon,12,25,15,2932,7.76,unknow,1
Juice,2016,11,27,Sunday,morning,9,58,21,2160,7.76,unknow,1
Juice,2016,12,16,Friday,morning,9,47,47,3237,7.76,unknow,1
Juice,2016,12,18,Sunday,afternoon,13,43,8,3419,7.76,unknow,1
Juice,2016,12,17,Saturday,morning,10,26,7,3324,7.76,unknow,1
Juice,2016,12,17,Saturday,morning,9,32,14,3318,7.76,unknow,1
Juice,2016,12,17,Saturday,evening,19,42,37,3381,7.76,unknow,1
Juice,2016,12,17,Saturday,afternoon,14,52,35,3363,7.76,unknow,1
Juice,2016,12,16,Friday,morning,11,40,42,3256,7.76,unknow,1
Juice,2016,12,16,Friday,afternoon,15,5,35,3294,7.76,unknow,1
Juice,2016,12,10,Saturday,afternoon,13,29,46,2942,7.76,unknow,1
Juice,2016,12,14,Wednesday,morning,10,49,17,3125,7.76,unknow,1
Juice,2016,12,14,Wednesday,afternoon,15,33,41,3158,7.76,unknow,1
Juice,2016,12,14,Wednesday,afternoon,14,1,14,3154,7.76,unknow,1
Juice,2016,12,12,Monday,afternoon,15,46,25,3064,7.76,unknow,1
Juice,2016,12,10,Saturday,morning,8,19,55,2889,7.76,unknow,1
Juice,2016,12,10,Saturday,afternoon,15,5,12,2953,7.76,unknow,1
Juice,2016,11,27,Sunday,morning,10,10,53,2165,7.76,unknow,1
Juice,2016,11,26,Saturday,morning,11,53,54,2112,7.76,unknow,1
Juice,2016,11,2,Wednesday,afternoon,15,33,54,329,7.76,unknow,1
Juice,2016,11,4,Friday,afternoon,15,35,6,507,7.76,unknow,1
Juice,2016,11,10,Thursday,afternoon,13,24,36,982,7.76,unknow,1
Juice,2016,11,9,Wednesday,afternoon,12,20,42,912,7.76,unknow,1
Juice,2016,11,8,Tuesday,morning,11,22,27,839,7.76,unknow,1
Juice,2016,11,6,Sunday,afternoon,12,50,29,699,7.76,unknow,1
Juice,2016,11,6,Sunday,afternoon,12,42,42,698,7.76,unknow,1
Juice,2016,11,4,Friday,morning,11,36,7,481,7.76,unknow,1
Juice,2016,11,4,Friday,afternoon,12,51,54,488,7.76,unknow,1
Juice,2016,11,10,Thursday,morning,10,51,27,960,7.76,unknow,1
Juice,2016,11,3,Thursday,afternoon,17,40,5,430,7.76,unknow,1
Juice,2016,11,3,Thursday,afternoon,16,6,19,421,7.76,unknow,1
Juice,2016,11,3,Thursday,afternoon,15,55,46,419,7.76,unknow,1
Juice,2016,11,2,Wednesday,morning,10,53,48,286,7.76,unknow,1
Juice,2016,11,2,Wednesday,evening,18,8,40,336,7.76,unknow,1
Juice,2016,11,2,Wednesday,afternoon,16,54,35,333,7.76,unknow,1
Juice,2016,11,10,Thursday,morning,9,32,14,949,7.76,unknow,1
Juice,2016,11,11,Friday,afternoon,15,9,27,1088,7.76,unknow,1
Juice,2016,11,26,Saturday,morning,11,27,56,2107,7.76,unknow,1
Juice,2016,11,20,Sunday,afternoon,14,13,23,1775,7.76,unknow,1
Juice,2016,11,25,Friday,morning,11,39,21,2025,7.76,unknow,1
Juice,2016,11,25,Friday,afternoon,13,38,40,2048,7.76,unknow,1
Juice,2016,11,23,Wednesday,morning,11,42,0,1904,7.76,unknow,1
Juice,2016,11,21,Monday,afternoon,16,18,45,1844,7.76,unknow,1
Juice,2016,11,21,Monday,afternoon,14,36,21,1835,7.76,unknow,1
Juice,2016,11,20,Sunday,morning,10,53,49,1733,7.76,unknow,1
Juice,2016,11,20,Sunday,afternoon,13,43,4,1772,7.76,unknow,1
Juice,2016,11,11,Friday,afternoon,16,20,18,1090,7.76,unknow,1
Juice,2016,11,16,Wednesday,afternoon,12,39,27,1442,7.76,unknow,1
Juice,2016,11,14,Monday,afternoon,16,11,32,1338,7.76,unknow,1
Juice,2016,11,13,Sunday,afternoon,16,47,9,1270,7.76,unknow,1
Juice,2016,11,13,Sunday,afternoon,13,1,23,1248,7.76,unknow,1
Juice,2016,11,12,Saturday,afternoon,16,13,45,1196,7.76,unknow,1
Juice,2016,11,12,Saturday,afternoon,12,38,17,1151,7.76,unknow,1
Juice,2017,2,24,Friday,morning,9,43,52,7084,7.76,unknow,1
Juice,2017,2,25,Saturday,afternoon,14,50,51,7194,7.76,unknow,1
Juice,2017,2,25,Saturday,morning,10,55,13,7163,7.76,unknow,1
Juice,2017,2,26,Sunday,afternoon,12,4,22,7238,7.76,unknow,1
Juice,2017,3,16,Thursday,afternoon,13,19,33,8241,7.76,unknow,1
Juice,2017,3,20,Monday,morning,11,25,24,8473,7.76,unknow,1
Juice,2017,3,19,Sunday,morning,11,47,39,8422,7.76,unknow,1
Juice,2017,3,18,Saturday,morning,11,14,50,8350,7.76,unknow,1
Juice,2017,3,18,Saturday,afternoon,13,8,18,8374,7.76,unknow,1
Juice,2017,3,17,Friday,morning,10,13,43,8275,7.76,unknow,1
Juice,2017,3,16,Thursday,morning,10,43,53,8224,7.76,unknow,1
Juice,2017,3,15,Wednesday,afternoon,17,10,29,8207,7.76,unknow,1
Juice,2017,3,21,Tuesday,afternoon,15,49,32,8551,7.76,unknow,1
Juice,2017,3,14,Tuesday,afternoon,16,26,43,8156,7.76,unknow,1
Juice,2017,3,14,Tuesday,afternoon,15,41,14,8150,7.76,unknow,1
Juice,2017,3,14,Tuesday,afternoon,15,29,13,8147,7.76,unknow,1
Juice,2017,3,14,Tuesday,afternoon,15,25,53,8146,7.76,unknow,1
Juice,2017,3,14,Tuesday,afternoon,14,23,44,8142,7.76,unknow,1
Juice,2017,3,13,Monday,afternoon,14,46,52,8101,7.76,unknow,1
Juice,2017,3,20,Monday,morning,11,44,4,8476,7.76,unknow,1
Juice,2017,3,22,Wednesday,afternoon,12,10,11,8578,7.76,unknow,1
Juice,2017,3,12,Sunday,afternoon,13,25,1,8026,7.76,unknow,1
Juice,2017,3,23,Thursday,morning,10,56,6,8620,7.76,unknow,1
Juice,2017,3,25,Saturday,afternoon,12,47,16,8777,7.76,unknow,1
Juice,2017,3,25,Saturday,afternoon,12,24,30,8772,7.76,unknow,1
Juice,2017,3,24,Friday,morning,10,50,59,8676,7.76,unknow,1
Juice,2017,3,24,Friday,afternoon,16,7,57,8716,7.76,unknow,1
Juice,2017,3,24,Friday,afternoon,15,27,27,8712,7.76,unknow,1
Juice,2017,3,23,Thursday,morning,11,25,4,8623,7.76,unknow,1
Juice,2017,3,23,Thursday,morning,10,46,42,8617,7.76,unknow,1
Juice,2017,3,22,Wednesday,afternoon,14,13,57,8592,7.76,unknow,1
Juice,2017,3,23,Thursday,afternoon,14,6,47,8644,7.76,unknow,1
Juice,2017,3,23,Thursday,afternoon,13,11,35,8635,7.76,unknow,1
Juice,2017,3,23,Thursday,afternoon,12,42,52,8631,7.76,unknow,1
Juice,2017,3,22,Wednesday,afternoon,17,4,7,8605,7.76,unknow,1
Juice,2017,3,22,Wednesday,afternoon,16,4,20,8602,7.76,unknow,1
Juice,2017,3,22,Wednesday,afternoon,14,37,12,8597,7.76,unknow,1
Juice,2017,3,12,Sunday,afternoon,13,58,29,8033,7.76,unknow,1
Juice,2017,3,12,Sunday,afternoon,13,3,9,8022,7.76,unknow,1
Juice,2017,3,1,Wednesday,morning,11,35,31,7382,7.76,unknow,1
Juice,2017,3,4,Saturday,afternoon,12,58,49,7569,7.76,unknow,1
Juice,2017,3,4,Saturday,afternoon,12,28,33,7557,7.76,unknow,1
Juice,2017,3,3,Friday,morning,9,43,34,7459,7.76,unknow,1
Juice,2017,3,3,Friday,afternoon,15,54,6,7509,7.76,unknow,1
Juice,2017,3,3,Friday,afternoon,13,58,12,7497,7.76,unknow,1
Juice,2017,3,2,Thursday,morning,8,33,28,7406,7.76,unknow,1
Juice,2017,3,1,Wednesday,morning,9,57,31,7373,7.76,unknow,1
Juice,2017,3,4,Saturday,morning,10,1,10,7525,7.76,unknow,1
Juice,2017,2,28,Tuesday,morning,9,30,27,7318,7.76,unknow,1
Juice,2017,2,27,Monday,morning,10,40,55,7285,7.76,unknow,1
Juice,2017,2,26,Sunday,morning,10,17,37,7218,7.76,unknow,1
Juice,2017,2,26,Sunday,afternoon,14,6,39,7256,7.76,unknow,1
Juice,2017,2,26,Sunday,afternoon,13,47,44,7247,7.76,unknow,1
Juice,2017,2,26,Sunday,afternoon,13,8,30,7245,7.76,unknow,1
Juice,2017,3,4,Saturday,afternoon,13,40,26,7576,7.76,unknow,1
Juice,2017,3,4,Saturday,morning,10,5,48,7528,7.76,unknow,1
Juice,2017,3,11,Saturday,morning,9,57,50,7929,7.76,unknow,1
Juice,2017,3,9,Thursday,morning,11,17,12,7822,7.76,unknow,1
Juice,2017,3,11,Saturday,afternoon,17,11,48,7991,7.76,unknow,1
Juice,2017,3,11,Saturday,afternoon,14,28,49,7971,7.76,unknow,1
Juice,2017,3,11,Saturday,afternoon,13,38,15,7966,7.76,unknow,1
Juice,2017,3,11,Saturday,afternoon,12,14,14,7950,7.76,unknow,1
Juice,2017,3,10,Friday,morning,10,45,21,7879,7.76,unknow,1
Juice,2017,3,10,Friday,morning,10,23,23,7877,7.76,unknow,1
Juice,2017,3,9,Thursday,afternoon,12,58,13,7829,7.76,unknow,1
Juice,2017,3,5,Sunday,afternoon,12,59,49,7646,7.76,unknow,1
Juice,2017,3,8,Wednesday,afternoon,16,4,48,7805,7.76,unknow,1
Juice,2017,3,6,Monday,afternoon,14,37,2,7710,7.76,unknow,1
Juice,2017,3,6,Monday,afternoon,14,22,12,7708,7.76,unknow,1
Juice,2017,3,6,Monday,afternoon,12,27,23,7696,7.76,unknow,1
Juice,2017,3,5,Sunday,morning,11,43,36,7635,7.76,unknow,1
Juice,2017,3,5,Sunday,afternoon,13,48,10,7651,7.76,unknow,1
Juice,2017,3,25,Saturday,afternoon,12,52,53,8781,7.76,unknow,1
Juice,2017,3,25,Saturday,afternoon,17,9,3,8825,7.76,unknow,1
Juice,2017,3,25,Saturday,morning,8,56,0,8725,7.76,unknow,1
Juice,2017,4,6,Thursday,morning,10,7,15,9462,7.76,unknow,1
Juice,2017,4,8,Saturday,afternoon,13,32,4,9604,7.76,unknow,1
Juice,2017,4,8,Saturday,afternoon,12,58,25,9599,7.76,unknow,1
Juice,2017,4,7,Friday,morning,10,58,47,9519,7.76,unknow,1
Juice,2017,4,7,Friday,afternoon,13,45,41,9534,7.76,unknow,1
Juice,2017,4,6,Thursday,morning,10,53,10,9465,7.76,unknow,1
Juice,2017,4,6,Thursday,morning,10,45,47,9464,7.76,unknow,1
Juice,2017,4,6,Thursday,morning,9,58,32,9460,7.76,unknow,1
Juice,2017,4,8,Saturday,afternoon,14,38,1,9612,7.76,unknow,1
Juice,2017,4,6,Thursday,afternoon,16,3,20,9499,7.76,unknow,1
Juice,2017,4,6,Thursday,afternoon,12,4,5,9474,7.76,unknow,1
Juice,2017,4,5,Wednesday,evening,22,15,55,9448,7.76,unknow,1
Juice,2017,4,5,Wednesday,afternoon,17,22,22,9447,7.76,unknow,1
Juice,2017,4,5,Wednesday,afternoon,14,33,58,9425,7.76,unknow,1
Juice,2017,4,4,Tuesday,afternoon,15,47,40,9389,7.76,unknow,1
Juice,2017,4,8,Saturday,afternoon,13,50,39,9605,7.76,unknow,1
Juice,2017,4,8,Saturday,afternoon,14,39,1,9613,7.76,unknow,1
Juice,2017,3,25,Saturday,morning,11,0,25,8749,7.76,unknow,1
Juice,2017,4,8,Saturday,afternoon,15,4,45,9618,7.76,unknow,1
Juice,2017,4,9,Sunday,morning,11,59,57,9665,7.76,unknow,1
Juice,2017,4,9,Sunday,morning,11,31,15,9659,7.76,unknow,1
Juice,2017,4,8,Saturday,morning,10,30,17,9573,7.76,unknow,1
Juice,2017,4,8,Saturday,afternoon,16,40,8,9636,7.76,unknow,1
Juice,2017,4,8,Saturday,afternoon,16,14,28,9629,7.76,unknow,1
Juice,2017,4,4,Tuesday,afternoon,14,29,6,9378,7.76,unknow,1
Juice,2017,4,4,Tuesday,afternoon,12,50,44,9371,7.76,unknow,1
Juice,2017,4,4,Tuesday,afternoon,12,11,45,9365,7.76,unknow,1
Juice,2017,3,26,Sunday,morning,11,1,0,8840,7.76,unknow,1
Juice,2017,3,29,Wednesday,morning,11,50,14,9005,7.76,unknow,1
Juice,2017,3,29,Wednesday,morning,9,0,15,8992,7.76,unknow,1
Juice,2017,3,29,Wednesday,afternoon,16,47,36,9028,7.76,unknow,1
Juice,2017,3,29,Wednesday,afternoon,12,48,39,9010,7.76,unknow,1
Juice,2017,3,28,Tuesday,afternoon,14,18,1,8973,7.76,unknow,1
Juice,2017,3,28,Tuesday,afternoon,13,27,27,8963,7.76,unknow,1
Juice,2017,3,26,Sunday,afternoon,16,12,40,8889,7.76,unknow,1
Juice,2017,4,3,Monday,afternoon,15,25,35,9321,7.76,unknow,1
Juice,2017,3,26,Sunday,afternoon,14,58,7,8881,7.76,unknow,1
Juice,2017,3,26,Sunday,afternoon,13,45,58,8871,7.76,unknow,1
Juice,2017,3,26,Sunday,afternoon,12,52,53,8863,7.76,unknow,1
Juice,2017,3,26,Sunday,afternoon,12,34,10,8859,7.76,unknow,1
Juice,2017,3,25,Saturday,morning,11,53,37,8764,7.76,unknow,1
Juice,2017,3,25,Saturday,morning,11,4,26,8752,7.76,unknow,1
Juice,2017,3,30,Thursday,afternoon,12,38,19,9065,7.76,unknow,1
Juice,2017,3,30,Thursday,afternoon,16,44,32,9084,7.76,unknow,1
Juice,2017,3,30,Thursday,afternoon,16,50,15,9086,7.76,unknow,1
Juice,2017,3,30,Thursday,morning,11,18,41,9058,7.76,unknow,1
Juice,2017,3,31,Friday,afternoon,12,22,50,9123,7.76,unknow,1
Juice,2017,3,31,Friday,afternoon,17,23,57,9158,7.76,unknow,1
Juice,2017,3,31,Friday,morning,10,52,22,9106,7.76,unknow,1
Juice,2017,3,31,Friday,morning,10,56,2,9107,7.76,unknow,1
Juice,2017,4,1,Saturday,afternoon,12,16,14,9199,7.76,unknow,1
Juice,2017,4,1,Saturday,afternoon,13,6,44,9206,7.76,unknow,1
